TaxonKey,TaxonName,CommonName
600324,Merluccius gayi gayi,South Pacific hake
600325,Merluccius hubbsi,Argentine hake
600326,Merluccius productus,North Pacific hake
600327,Merluccius polli,Benguela hake
600329,Macruronus magellanicus,Patagonian grenadier
600331,Macrourus berglax,Roughhead grenadier
600332,Coryphaenoides rupestris,Roundnose grenadier
600333,Macroramphosus scolopax,Longspine snipefish
600334,Hoplostethus atlanticus,Orange roughy
600336,Zenopsis conchifer,Silvery John dory
600338,Joturus pichardi,Bobo mullet
600339,Menidia menidia,Atlantic silverside
600340,Eleutheronema tetradactylum,Fourfinger threadfin
600341,Galeoides decadactylus,Lesser African threadfin
600342,Pentanemus quinquarius,Royal threadfin
600344,Channa micropeltes,Indonesian snakehead
600345,Centropomus undecimalis,Common snook
600346,Lates calcarifer,Barramundi
600348,Epinephelus analogus,Spotted grouper
600349,Polyprion americanus,Wreckfish
600350,Polyprion oxygeneios,Hapuka
600351,Acanthistius brasilianus,Argentine seabass
600352,Paralabrax humeralis,Peruvian rock seabass
600353,Morone saxatilis,Striped bass
600355,Morone americana,White perch
600356,Priacanthus macracanthus,Red bigeye
600357,Synagrops japonicus,Blackmouth splitfin
600358,Perca fluviatilis,European perch
600360,Sander lucioperca,Pike-perch
600361,Centropristis striata,Black seabass
600362,Lopholatilus chamaeleonticeps,Great northern tilefish
600363,Lactarius lactarius,False trevally
600364,Pomatomus saltatrix,Bluefish
600366,Trachurus japonicus,Japanese jack mackerel
600367,Trachurus murphyi,Chilean jack mackerel
600368,Trachurus symmetricus,Pacific jack mackerel
600369,Trachurus lathami,Rough scad
600370,Exyrias belissimus,Mud reef goby
600371,Trachurus trecae,Cunene horse mackerel
600372,Trachurus declivis,Greenback horse mackerel
600374,Decapterus russelli,Indian scad
600378,Selene setapinnis,Atlantic moonfish
600379,Selene dorsalis,African moonfish
600380,Trachinotus carolinus,Florida pompano
600381,Seriola quinqueradiata,Japanese amberjack
600382,Seriola lalandi,Yellowtail amberjack
600384,Megalaspis cordyla,Torpedo scad
600385,Chloroscombrus chrysurus,Atlantic bumper
600386,Parona signata,Parona leatherjacket
600387,Selar crumenophthalmus,Bigeye scad
600388,Selaroides leptolepis,Yellowstripe scad
600390,Mene maculata,Moonfish
600391,Brama brama,Atlantic pomfret
600392,Arripis georgianus,Ruff
600394,Dicentrarchus punctatus,Spotted seabass
600395,Emmelichthys nitidus nitidus,Cape bonnetmouth
600396,Nemipterus virgatus,Golden threadfin bream
600397,Isacia conceptionis,Cabinza grunt
600398,Plectorhinchus mediterraneus,Rubberlip grunt
600399,Pomadasys argenteus,Silver grunt
600400,Brachydeuterus auritus,Bigeye grunt
600401,Conodon nobilis,Barred grunt
600403,Cynoscion analis,Peruvian weakfish
600405,Cynoscion nebulosus,Spotted weakfish
600406,Cynoscion regalis,Squeteague
600407,Cynoscion striatus,Striped weakfish
600408,Micropogonias undulatus,Atlantic croaker
600409,Menticirrhus americanus,Southern kingcroaker
600410,Menticirrhus saxatilis,Northern kingcroaker
600411,Menticirrhus littoralis,Gulf kingcroaker
600412,Elagatis bipinnulata,Rainbow runner
600413,Umbrina canosai,Argentine croaker
600416,Larimichthys polyactis,Yellow croaker
600417,Macrodon ancylodon,King weakfish
600418,Argyrosomus regius,Meagre
600419,Argyrosomus hololepidotus,Southern meagre
600420,Atractoscion aequidens,Geelbeck croaker
600422,Genyonemus lineatus,White croaker
600423,Pteroscion peli,Boe drum
600424,Paralonchurus peruanus,Peruvian banded croaker
600425,Pogonias cromis,Black drum
600426,Epinephelus aeneus,White grouper
600427,Nibea mitsukurii,Honnibe croaker
600428,Larimichthys crocea,Large yellow croaker
600429,Leiostomus xanthurus,Spot croaker
600432,Pseudotolithus senegalensis,Cassava croaker
600433,Pseudotolithus elongatus,Bobo croaker
600434,Pennahia argentata,Silver croaker
600436,Pagellus bellottii,Red pandora
600438,Dentex macrophthalmus,Largeeye dentex
600439,Dentex dentex,Common dentex
600440,Dentex angolensis,Angola dentex
600441,Archosargus probatocephalus,Sheepshead
600442,Argyrops spinifer,King soldierbream
600443,Argyrozona argyrozona,Carpenter seabream
600444,Cheimerius nufar,Santer seabream
600445,Pagrus major,Red seabream
600447,Petrus rupestris,Red steenbras
600448,Pterogymnus laniarius,Panga seabream
600449,Rhabdosargus globiceps,White stumpnose
600450,Lithognathus lithognathus,White steenbras
600452,Stenotomus chrysops,Scup
600453,Pseudupeneus prayensis,West African goatfish
600454,Drepane punctata,Spotted sicklefish
600458,Tautoga onitis,Tautog
600460,Nemadactylus bergi,Castaneta
600461,Cheilodactylus variegatus,Peruvian morwong
600463,Arctoscopus japonicus,Japanese sandfish
600464,Parapercis colias,New Zealand blue cod
600465,Percophis brasiliensis,Brazilian flathead
600466,Eleginops maclovinus,Patagonian blennie
600467,Dissostichus eleginoides,Patagonian toothfish
600468,Notothenia rossii,Marbled rockcod
600472,Pleuragramma antarctica,Antarctic silverfish
600473,Chaenocephalus aceratus,Blackfin icefish
600474,Champsocephalus gunnari,Mackerel icefish
600475,Pseudochaenichthys georgianus,South Georgia icefish
600476,Chionodraco rastrospinosus,Ocellated icefish
600477,Channichthys rhinoceratus,Unicorn icefish
600478,Chaenodraco wilsoni,Spiny icefish
600479,Zoarces viviparus,Eelpout
600480,Zoarces americanus,Ocean pout
600481,Trisopterus minutus,Poor cod
600482,Genypterus blacodes,Pink cusk-eel
600483,Genypterus chilensis,Red cusk-eel
600484,Genypterus maculatus,Black cuskeel
600485,Genypterus capensis,Kingklip
600486,Brotula barbata,Bearded brotula
600487,Ammodytes personatus,Pacific sandlance
600488,Hypoptychus dybowskii,Korean sandeel
600489,Thyrsites atun,Snoek
600490,Thyrsitops lepidopoides,White snake mackerel
600491,Pampus argenteus,Silver pomfret
600492,Peprilus triacanthus,Atlantic butterfish
600493,Peprilus simillimus,Pacific pompano
600496,Hyperoglyphe antarctica,Bluenose warehou
600497,Psenopsis anomala,Pacific rudderfish
600501,Sebastes norvegicus,Golden redfish
600502,Sebastes entomelas,Widow rockfish
600503,Sebastes flavidus,Yellowtail rockfish
600504,Sebastes alutus,Pacific ocean perch
600505,Sebastes mentella,Beaked redfish
600506,Sebastes capensis,Cape redfish
600507,Chelidonichthys kumu,Bluefin gurnard
600508,Pterygotrigla polyommata,Latchet
600509,Ophiodon elongatus,Lingcod
600510,Pleurogrammus azonus,Okhostk atka mackerel
600512,Anoplopoma fimbria,Sablefish
600513,Psettodes erumei,Indian halibut
600514,Hippoglossus stenolepis,Pacific halibut
600516,Reinhardtius hippoglossoides,Greenland halibut
600517,Atheresthes stomias,Arrowtooth flounder
600518,Atheresthes evermanni,Kamchatka flounder
600519,Hippoglossoides elassodon,Flathead sole
600520,Limanda aspera,Yellowfin sole
600521,Limanda ferruginea,Yellowtail flounder
600524,Pseudopleuronectes americanus,Winter flounder
600525,Solea solea,Common sole
600526,Dicologlossa cuneata,Wedge sole
600527,Austroglossus microlepis,West coast sole
600528,Austroglossus pectoralis,Mud sole
600529,Scophthalmus rhombus,Brill
600530,Scophthalmus aquosus,Windowpane flounder
600531,Stephanolepis cirrhifer,Thread-sail filefish
600532,Lophius americanus,American angler
600538,Anchoa spinifer,Spicule anchovy
600545,Anchoa mitchilli,Bay anchovy
600547,Cetengraulis edentulus,Atlantic anchoveta
600548,Cetengraulis mysticetus,Pacific anchoveta
600552,Lycengraulis grossidens,Atlantic sabretooth anchovy
600555,Encrasicholina devisi,Devis anchovy
600556,Encrasicholina heteroloba,Shorthead anchovy
600558,Encrasicholina punctifer,Buccaneer anchovy
600569,Stolephorus indicus,Indian anchovy
600571,Stolephorus insularis,Hardenbergs anchovy
600572,Labrus bergylta,Ballan wrasse
600575,Stolephorus pacificus,Pacific anchovy
600578,Stolephorus waitei,Spotty face anchovy
600582,Thryssa baelama,Baelama anchovy
600611,Setipinna taty,Scaly hairfin anchovy
600625,Coilia dussumieri,Goldspotted grenadier anchovy
600636,Heptranchias perlo,Sharpnose sevengill shark
600637,Hexanchus griseus,Bluntnose sixgill shark
600641,Echinorhinus brucus,Bramble shark
600645,Lepidopus caudatus,Silver scabbardfish
600646,Aphanopus carbo,Black scabbardfish
600648,Centrophorus granulosus,Gulper shark
600650,Centrophorus lusitanicus,Lowfin gulper shark
600653,Centrophorus squamosus,Leafscale gulper shark
600656,Centroscyllium fabricii,Black dogfish
600662,Centroscymnus coelolepis,Portuguese dogfish
600663,Centroscymnus crepidater,Longnose velvet dogfish
600664,Centroscymnus owstonii,Roughskin dogfish
600669,Dalatias licha,Kitefin shark
600670,Deania calcea,Birdbeak dogfish
600671,Deania hystricosa,Rough longnose dogfish
600679,Etmopterus granulosus,Southern lanternshark
600683,Etmopterus princeps,Great lanternshark
600687,Etmopterus spinax,Velvet belly
600692,Lichia amia,Leerfish
600695,Limanda limanda,Common dab
600700,Scymnodon ringens,Knifetooth dogfish
600704,Somniosus rostratus,Little sleeper shark
600706,Lithognathus mormyrus,Sand steenbras
600708,Squalus blainville,Longnose spurdog
600716,Lophius piscatorius,Angler
600718,Oxynotus centrina,Angular roughshark
600719,Oxynotus paradoxus,Sailfin roughshark
600727,Squatina argentina,Argentine angelshark
600729,Squatina californica,Pacific angelshark
600731,Squatina dumeril,Atlantic angel shark
600736,Squatina squatina,Angelshark
600747,Carcharias taurus,Sand tiger shark
600751,Carcharodon carcharias,Great white shark
600752,Isurus oxyrinchus,Shortfin mako
600753,Isurus paucus,Longfin mako
600754,Maurolicus muelleri,Silvery lightfish
600779,Apristurus profundorum,Deepwater catshark
600785,Mugil cephalus,Flathead grey mullet
600790,Mullus barbatus barbatus,Red mullet
600797,Cephaloscyllium isabellum,Draughtsboard shark
600807,Galeus melastomus,Blackmouth catshark
600808,Galeus murinus,Mouse catshark
600810,Carcharhinus altimus,Bignose shark
600817,Bythaelurus canescens,Dusky catshark
600845,Scyliorhinus canicula,Smallspotted catshark
600850,Oblada melanura,Saddled seabream
600854,Scyliorhinus stellaris,Nursehound
600857,Carcharhinus acronotus,Blacknose shark
600858,Carcharhinus albimarginatus,Silvertip shark
600861,Carcharhinus amblyrhynchos,Blacktail reef shark
600864,Carcharhinus brachyurus,Copper shark
600865,Carcharhinus brevipinna,Spinner shark
600867,Carcharhinus dussumieri,Whitecheek shark
600868,Carcharhinus falciformis,Silky shark
600870,Carcharhinus galapagensis,Galapagos shark
600872,Carcharhinus isodon,Finetooth shark
600873,Carcharhinus leucas,Bull shark
600874,Carcharhinus limbatus,Blacktip shark
600875,Carcharhinus longimanus,Oceanic whitetip shark
600876,Carcharhinus macloti,Hardnose shark
600877,Carcharhinus melanopterus,Blacktip reef shark
600878,Carcharhinus obscurus,Dusky shark
600880,Carcharhinus plumbeus,Sandbar shark
600881,Carcharhinus porosus,Smalltail shark
600884,Carcharhinus sorrah,Spottail shark
600886,Galeocerdo cuvier,Tiger shark
600889,Pagellus acarne,Axillary seabream
600890,Pagellus bogaraveo,Blackspot seabream
600893,Pagellus erythrinus,Common pandora
600897,Negaprion brevirostris,Lemon shark
600898,Prionace glauca,Blue shark
600899,Rhizoprionodon acutus,Milk shark
600903,Rhizoprionodon porosus,Caribbean sharpnose shark
600905,Rhizoprionodon terraenovae,Atlantic sharpnose shark
600907,Triaenodon obesus,Whitetip reef shark
600912,Sphyrna lewini,Scalloped hammerhead
600914,Sphyrna mokarran,Great hammerhead
600915,Sphyrna tiburo,Bonnethead
600917,Sphyrna zygaena,Smooth hammerhead
600918,Caesio caerulaurea,Blue and gold fusilier
600920,Caesio lunaris,Lunar fusilier
600923,Caesio teres,Yellow and blueback fusilier
600925,Anchoa marinii,Marini's anchovy
600935,Pterocaesio marri,Marr's fusilier
600936,Pterocaesio pisang,Banana fusilier
600939,Pterocaesio tile,Darkbanded fusilier
600940,Dasyatis akajei,Whip stingray
600941,Atrobucca nibe,Blackmouth croaker
600942,Acanthurus bahianus,Ocean surgeon
600947,Ariopsis felis,Hardhead sea catfish
600948,Sciades couma,Couma sea catfish
600949,Notarius grandicassis,Thomas sea catfish
600950,Platycephalus indicus,Bartail flathead
600952,Sciades parkeri,Gillbacker sea catfish
600953,Sciades passany,Passany sea catfish
600954,Amphiarius phrygiatus,Kukwari sea catfish
600955,Sciades proops,Crucifix sea catfish
600956,Aspistor quadriscutis,Bressou sea catfish
600958,Bagre bagre,Coco sea catfish
600959,Bagre marinus,Gafftopsail sea catfish
600960,Cathorops spixii,Madamango sea catfish
600964,Aulostomus maculatus,Trumpetfish
600966,Melichthys niger,Black triggerfish
600967,Amphichthys cryptocentrus,Bocon toadfish
600972,Ablennes hians,Flat needlefish
600974,Strongylura marina,Atlantic needlefish
600977,Tylosurus crocodilus,Hound needlefish
600980,Paralichthys albigutta,Gulf flounder
600981,Paralichthys lethostigma,Southern flounder
600983,Caulolatilus chrysops,Atlantic goldeye tilefish
600984,Caulolatilus cyanops,Blackline tilefish
600987,Caulolatilus microps,Grey tilefish
600988,Alectis ciliaris,African pompano
600993,Decapterus macarellus,Mackerel scad
600994,Decapterus punctatus,Round scad
600997,Hemicaranx amblyrhynchus,Bluntnose jack
600998,Naucrates ductor,Pilotfish
601002,Pseudocaranx dentex,White trevally
601004,Selene vomer,Lookdown
601005,Seriola dumerili,Greater amberjack
601006,Seriola fasciata,Lesser amberjack
601007,Seriola rivoliana,Longfin yellowtail
601008,Seriola zonata,Banded rudderfish
601009,Trachinotus cayennensis,Cayenne pompano
601010,Trachinotus falcatus,Permit
601011,Trachinotus goodei,Great pompano
601012,Uraspis secunda,Cottonmouth jack
601013,Centropomus ensiferus,Swordspine snook
601015,Centropomus pectinatus,Tarpon snook
601021,Dactylopterus volitans,Flying gurnard
601022,Diodon hystrix,Spot-fin porcupinefish
601023,Trisopterus esmarkii,Norway pout
601024,Chaetodipterus faber,Atlantic spadefish
601030,Cheilopogon melanurus,Atlantic flyingfish
601042,Lepidocybium flavobrunneum,Escolar
601043,Sardinella aurita,Round sardinella
601044,Ruvettus pretiosus,Oilfish
601047,Sardinella maderensis,Madeiran sardinella
601048,Diapterus rhombeus,Caitipa mojarra
601049,Eucinostomus argenteus,Silver mojarra
601052,Eucinostomus melanopterus,Flagfin mojarra
601054,Gerres cinereus,Yellow fin mojarra
601055,Saurida undosquamis,Brushtooth lizardfish
601056,Rypticus saponaceus,Greater soapfish
601058,Hemiramphus bermudensis,Bermuda halfbeak
601059,Hemiramphus brasiliensis,Ballyhoo halfbeak
601061,Holocentrus adscensionis,Squirrelfish
601062,Holocentrus rufus,Longspine squirrelfish
601063,Myripristis jacobus,Blackbar soldierfish
601066,Bodianus pulchellus,Spotfin hogfish
601067,Bodianus rufus,Spanish hogfish
601068,Halichoeres radiatus,Puddingwife wrasse
601070,Lutjanus fulgens,Golden African snapper
601071,Lachnolaimus maximus,Hogfish
601072,Lampris guttatus,Opah
601077,Lobotes surinamensis,Tripletail
601078,Lophius gastrophysus,Blackfin goosefish
601079,Megalops atlanticus,Tarpon
601080,Merluccius albidus,Offshore silver hake
601081,Aluterus schoepfii,Orange filefish
601084,Scomberesox saurus saurus,Atlantic saury
601086,Mugil curema,White mullet
601089,Mugil incilis,Parassi mullet
601090,Mugil liza,Lebranche mullet
601092,Mulloidichthys martinicus,Yellow goatfish
601094,Pseudupeneus maculatus,Spotted goatfish
601107,Lactophrys trigonus,Buffalo trunkfish
601110,Polydactylus octonemus,Atlantic threadfin
601117,Pomacanthus arcuatus,Gray angelfish
601119,Abudefduf saxatilis,Sergeant-major
601122,Microspathodon chrysurus,Yellowtail damselfish
601124,Anisotremus virginicus,Porkfish
601126,Haemulon album,White margate
601128,Haemulon aurolineatum,Tomtate grunt
601129,Haemulon bonariense,Black grunt
601130,Haemulon boschmae,Bronzestripe grunt
601133,Anchoa hepsetus,Broadstriped anchovy
601135,Haemulon flavolineatum,French grunt
601139,Haemulon parra,Sailor's grunt
601140,Haemulon plumierii,White grunt
601141,Haemulon sciurus,Bluestriped grunt
601142,Haemulon steindachneri,Cherechere grunt
601146,Pomadasys corvinaeformis,Roughneck grunt
601149,Priacanthus arenatus,Atlantic bigeye
601150,Heteropriacanthus cruentatus,Glasseye
601153,Scarus coeruleus,Blue parrotfish
601158,Sparisoma aurofrenatum,Redband parrotfish
601159,Sparisoma chrysopterum,Redtail parrotfish
601160,Sparisoma rubripinne,Redfin parrotfish
601161,Sparisoma viride,Stoplight parrotfish
601163,Anchoa nasus,Longnose anchovy
601164,Sparus aurata,Gilthead seabream
601165,Bairdiella chrysoura,Silver croaker
601166,Bairdiella ronchus,Ground croaker
601168,Ctenosciaena gracilicirrhus,Barbel drum
601169,Cynoscion acoupa,Acoupa weakfish
601170,Cynoscion arenarius,Sand weakfish
601171,Cynoscion jamaicensis,Jamaica weakfish
601173,Cynoscion leiarchus,Smooth weakfish
601175,Cynoscion nothus,Silver seatrout
601177,Cynoscion steindachneri,Smalltooth weakfish
601178,Cynoscion virescens,Green weakfish
601179,Isopisthus parvipinnis,Bigtooth corvina
601180,Larimus breviceps,Shorthead drum
601181,Sphoeroides maculatus,Northern puffer
601182,Larimus fasciatus,Banded drum
601184,Nebris microps,Smalleye croaker
601187,Paralonchurus brasiliensis,Banded croaker
601191,Sciaenops ocellatus,Red drum
601196,Stellifer rastrifer,Rake stardrum
601198,Stromateus fiatola,Blue butterfish
601199,Umbrina coroides,Sand drum
601201,Scorpaena plumieri,Spotted scorpionfish
601203,Diplectrum formosum,Sand perch
601204,Epinephelus drummondhayi,Speckled hind
601205,Hyporthodus flavolimbatus,Yellowedge grouper
601206,Hyporthodus mystacinus,Misty grouper
601207,Hyporthodus nigritus,Warsaw grouper
601208,Hyporthodus niveatus,Snowy grouper
601209,Mycteroperca bonaci,Black grouper
601211,Mycteroperca interstitialis,Yellowmouth grouper
601212,Mycteroperca microlepis,Gag
601213,Mycteroperca phenax,Scamp
601214,Mycteroperca rubra,Mottled grouper
601215,Mycteroperca tigris,Tiger grouper
601216,Mycteroperca venenosa,Yellowfin grouper
601217,Paranthias furcifer,Creolefish
601219,Archosargus rhomboidalis,Western Atlantic seabream
601220,Calamus arctifrons,Grass porgy
601221,Calamus bajonado,Jolthead porgy
601222,Calamus calamus,Saucereye porgy
601225,Calamus leucosteus,Whitebone porgy
601226,Calamus nodosus,Knobbed porgy
601227,Calamus penna,Sheepshead porgy
601229,Calamus proridens,Littlehead porgy
601231,Diplodus holbrookii,Spottail seabream
601234,Stenotomus caprinus,Longspine porgy
601235,Sphyraena barracuda,Great barracuda
601236,Sphyraena guachancho,Guachanche barracuda
601237,Sphyraena picudilla,Southern sennet
601239,Lagocephalus laevigatus,Smooth puffer
601240,Sphoeroides nephelus,Southern puffer
601242,Sphoeroides testudineus,Checkered puffer
601243,Prionotus carolinus,Northern searobin
601244,Prionotus evolans,Striped searobin
601247,Dasyatis americana,Southern stingray
601248,Dasyatis guttata,Longnose stingray
601250,Aetobatus narinari,Spotted eagle ray
601251,Myliobatis freminvillei,Bullnose eagle ray
601252,Raja eglanteria,Clearnose skate
601253,Leucoraja garmani,Rosette skate
601255,Acanthurus mata,Elongate surgeonfish
601256,Acanthurus dussumieri,Eyestripe surgeonfish
601258,Acanthurus lineatus,Lined surgeonfish
601260,Acanthurus triostegus,Convict surgeonfish
601261,Acanthurus xanthopterus,Yellowfin surgeonfish
601262,Ctenochaetus striatus,Striated surgeonfish
601263,Naso hexacanthus,Sleek unicornfish
601264,Naso lituratus,Orangespine unicornfish
601265,Naso unicornis,Bluespine unicornfish
601266,Zebrasoma velifer,Sailfin tang
601274,Anguilla bicolor bicolor,Indonesian shortfin eel
601278,Trachurus mediterraneus,Mediterranean horse mackerel
601279,Trachurus picturatus,Blue jack mackerel
601288,Trichiurus lepturus,Largehead hairtail
601290,Ciliata mustela,Fivebeard rockling
601300,Ariomma indicum,Indian driftfish
601303,Atherinomorus lacunosus,Hardyhead silverside
601306,Umbrina cirrosa,Shi drum
601307,Hypoatherina temminckii,Samoan silverside
601309,Aulostomus chinensis,Chinese trumpetfish
601311,Odonus niger,Redtoothed triggerfish
601312,Sufflamen fraenatum,Masked triggerfish
601314,Platybelone argalus platyura,Keeled needlefish
601317,Tylosurus acus melanotus,Keeljawed needle fish
601319,Beryx decadactylus,Alfonsino
601320,Beryx splendens,Splendid alfonsino
601321,Bothus pantherinus,Leopard flounder
601322,Bothus myriaster,Indo-Pacific oval flounder
601323,Chascanopsetta lugubris,Pelican flounder
601327,Mullus surmuletus,Surmullet
601329,Myoxocephalus scorpius,Shorthorn sculpin
601334,Osmerus eperlanus,European smelt
601336,Pegusa lascaris,Sand sole
601338,Paralichthys dentatus,Summer flounder
601340,Phycis blennoides,Greater forkbeard
601341,Platichthys flesus,European flounder
601342,Pleuronectes platessa,European plaice
601343,Pollachius virens,Saithe
601345,Pomatoschistus minutus,Sand goby
601348,Scophthalmus maximus,Turbot
601350,Sardina pilchardus,European pilchard
601351,Paralichthys olivaceus,Bastard halibut
601352,Sebastes viviparus,Norway redfish
601353,Serranus cabrilla,Comber
601356,Spondyliosoma cantharus,Black seabream
601357,Sprattus sprattus,European sprat
601363,Trachinus draco,Greater weever
601365,Trachurus trachurus,Atlantic horse mackerel
601366,Chelidonichthys lucerna,Tub gurnard
601367,Trisopterus luscus,Pouting
601369,Zeugopterus punctatus,Topknot
601370,Zeus faber,John dory
601371,Hippoglossus hippoglossus,Atlantic halibut
601376,Pseudorhombus natalensis,Natal flounders
601380,Lumpenus lampretaeformis,Snakeblenny
601381,Melanogrammus aeglefinus,Haddock
601382,Microstomus kitt,Lemon sole
601383,Molva dypterygia,Blue ling
601385,Etelis coruscans,Deepwater longtail red snapper
601389,Sarotherodon galilaeus,Mango tilapia
601391,Etelis oculatus,Queen snapper
601393,Hoplopagrus guentherii,Mexican barred snapper
601401,Lutjanus agennes,African red snapper
601403,Lutjanus analis,Mutton snapper
601404,Lutjanus apodus,Schoolmaster snapper
601406,Lutjanus erythropterus,Crimson snapper
601407,Lutjanus argentimaculatus,Mangrove red snapper
601408,Lutjanus argentiventris,Yellow snapper
601417,Lutjanus bohar,Two-spot red snapper
601423,Lutjanus campechanus,Northern red snapper
601427,Lutjanus cyanopterus,Cubera snapper
601450,Cyprinus carpio,Common carp
601452,Chirocentrus nudus,Whitefin wolf-herring
601453,Dussumieria acuta,Rainbow sardine
601454,Dussumieria elopsoides,Slender rainbow sardine
601455,Etrumeus sadina,Red-eye round herring
601456,Etrumeus whiteheadi,Whiteheads round herring
601457,Spratelloides delicatulus,Delicate round herring
601458,Spratelloides gracilis,Silverstriped round herring
601466,Sprattus fuegensis,Falkland sprat
601470,Clupeonella cultriventris,Caspian Sea sprat
601471,Clupeonella engrauliformis,Anchovy sprat
601477,Sardinops sagax,Pacific sardine
601478,Harengula clupeola,False herring
601479,Harengula humeralis,Redear herring
601480,Harengula jaguana,Scaled herring
601481,Harengula thrissina,Pacific flatiron herring
601484,Opisthonema libertate,Pacific thread herring
601486,Opisthonema oglinum,Atlantic thread herring
601494,Herklotsichthys quadrimaculatus,Bluestripe herring
601501,Amblygaster sirm,Spotted sardinella
601502,Sardinella albella,White sardinella
601505,Sardinella brasiliensis,Brazilian sardinella
601507,Sardinella fimbriata,Fringescale sardinella
601508,Sardinella gibbosa,Goldstripe sardinella
601510,Sardinella lemuru,Bali sardinella
601511,Sardinella longiceps,Indian oil sardine
601517,Sardinella sindensis,Sind sardinella
601519,Sardinella zunasi,Japanese sardinella
601520,Clupea pallasii pallasii,Pacific herring
601529,Lile stolifera,Pacific piquitinga
601530,Clupea bentincki,Araucanian herring
601536,Pellonula leonensis,Smalltoothed pellonula
601574,Alosa aestivalis,Blueback shad
601577,Alosa caspia caspia,Caspian shad
601582,Alosa mediocris,Hickory shad
601583,Alosa pseudoharengus,Alewife
601584,Alosa sapidissima,American shad
601587,Brevoortia aurea,Brazilian menhaden
601588,Brevoortia gunteri,Finescale menhaden
601589,Brevoortia patronus,Gulf menhaden
601590,Brevoortia pectinata,Argentine menhaden
601591,Brevoortia smithi,Yellowfin menhaden
601592,Brevoortia tyrannus,Atlantic menhaden
601593,Ethmidium maculatum,Pacific menhaden
601594,Ethmalosa fimbriata,Bonga shad
601595,Hilsa kelee,Kelee shad
601596,Tenualosa ilisha,Hilsa shad
601600,Tenualosa toli,Toli shad
601604,Dorosoma cepedianum,American gizzard shad
601606,Dorosoma petenense,Threadfin shad
601608,Clupanodon thrissa,Chinese gizzard shad
601609,Konosirus punctatus,Dotted gizzard shad
601616,Nematalosa nasus,Blochs gizzard shad
601619,Anodontostoma chacunda,Chacunda gizzard shad
601625,Ilisha africana,West African ilisha
601627,Ilisha elongata,Elongate ilisha
601641,Pellona ditchela,Indian pellona
601643,Pellona harroweri,American coastal pellona
601655,Odontognathus mucronatus,Guiana longfin herring
601659,Engraulis anchoita,Argentine anchovy
601661,Engraulis capensis,Southern African anchovy
601662,Engraulis eurystole,Silver anchovy
601663,Engraulis japonicus,Japanese anchovy
601664,Engraulis mordax,Californian anchovy
601684,Anchoa choerostoma,Bermuda anchovy
601692,Anthias anthias,Swallowtail seaperch
601696,Atherina boyeri,Bigscale sand smelt
601706,Chromis chromis,Damselfish
601707,Sciaena umbra,Brown meagre
601722,Lepidotrigla cavillone,Largescaled gurnard
601729,Muraena helena,Mediterranean moray
601730,Gymnothorax unicolor,Brown moray
601732,Mola mola,Ocean sunfish
601733,Molva macrophthalma,Spanish ling
601734,Mora moro,Common mora
601735,Liza aurata,Golden grey mullet
601736,Liza saliens,Leaping mullet
601747,Phycis phycis,Forkbeard
601749,Diplodus puntazzo,Sharpsnout seabream
601751,Remora remora,Shark sucker
601752,Diplodus annularis,Annular seabream
601753,Diplodus sargus sargus,White seabream
601754,Diplodus vulgaris,Common twobanded seabream
601756,Pagrus pagrus,Red porgy
601758,Scorpaena porcus,Black scorpionfish
601759,Scorpaena scrofa,Red scorpionfish
601760,Scorpaena notata,Small red scorpionfish
601761,Serranus scriba,Painted comber
601765,Sphyraena sphyraena,European barracuda
601766,Spicara smaris,Picarel
601772,Tetragonurus cuvieri,Smalleye squaretail
601773,Trachinotus ovatus,Pompano
601777,Trachipterus trachypterus,Mediterranean dealfish
601779,Uranoscopus scaber,Stargazer
601800,Acanthurus monroviae,Monrovia doctorfish
601807,Callionymus maculatus,Spotted dragonet
601823,Tetrapturus belone,Mediterranean spearfish
601825,Macruronus novaezelandiae,Blue grenadier
601826,Merluccius paradoxus,Deepwater Cape hake
601827,Merluccius angustimanus,Panama hake
601828,Merluccius capensis,Shallow-water Cape hake
601829,Steindachneria argentea,Luminous hake
601832,Gnathodentex aureolineatus,Striped large-eye bream
601833,Gymnocranius griseus,Grey largeeye bream
601834,Gymnocranius grandoculis,Bluelined largeeye bream
601837,Gymnocranius euanus,Japanese largeeye bream
601839,Gymnocranius microdon,Bluespotted largeeye bream
601842,Lethrinus erythropterus,Longfin emperor
601843,Lethrinus mahsena,Sky emperor
601844,Lethrinus borbonicus,Snubnose emperor
601845,Lethrinus microdon,Smalltooth emperor
601846,Lethrinus nebulosus,Spangled emperor
601847,Lethrinus obsoletus,Orangestriped emperor
601848,Lethrinus rubrioperculatus,Spotcheek emperor
601849,Lethrinus semicinctus,Blackblotch emperor
601850,Lethrinus variegatus,Slender emperor
601851,Lethrinus harak,Thumbprint emperor
601852,Lethrinus xanthochilus,Yellowlip emperor
601853,Lethrinus amboinensis,Ambon emperor
601854,Lethrinus atkinsoni,Pacific yellowtail emperor
601858,Lethrinus miniatus,Trumpet emperor
601862,Lethrinus erythracanthus,Orangespotted emperor
601863,Lethrinus lentjan,Pink ear emperor
601864,Lethrinus olivaceus,Longface emperor
601866,Lethrinus ornatus,Ornate emperor
601867,Lethrinus atlanticus,Atlantic emperor
601869,Monotaxis grandoculis,Humpnose bigeye bream
