TaxonKey,TaxonName,CommonName
612005,Paratrachichthys trailli,Sandpaper fish
612081,Plagioscion surinamensis,Pacora
612084,Sebastes oculatus,Patagonian redfish
612128,Niphon spinosus,Ara
612238,Salangichthys microdon,Japanese icefish
612288,Plagiogeneion rubiginosum,Rubyfish
612302,Decapterus muroadsi,Amberstripe scad
612354,Paristiopterus labiosus,Giant boarfish
612357,Pentaceros decacanthus,Bigspined boarfish
612361,Pseudopentaceros wheeleri,Slender armorhead
612547,Coregonus muksun,Muksun
612586,Himantura granulata,Mangrove whipray
612587,Himantura fai,Pink whipray
612596,Myripristis chryseres,Yellowfin soldierfish
612620,Synodus dermatogenys,Sand lizardfish
612663,Halichoeres hortulanus,Checkerboard wrasse
612744,Bodianus loxozonus,Blackfin hogfish
612848,Liopropoma maculatum,Liopropoma maculatum
612857,Oligosarcus hepsetus,Pike characin
612895,Hyporhamphus dussumieri,Dussumier's halfbeak
612896,Neoniphon aurolineatus,Yellowstriped squirrelfish
612909,Aplodactylus punctatus,Aplodactylus punctatus
612917,Prolatilus jugularis,Pacific sandperch
612918,Seriolella brama,Common warehou
612919,Seriolella caerulea,White warehou
612920,Kathetostoma giganteum,Giant stargazer
612922,Seriolella punctata,Silver warehou
612925,Porichthys porosissimus,Toadfish
612928,Pinguipes brasilianus,Brazilian sandperch
612930,Stromateus brasiliensis,Southwest Atlantic butterfish
612942,Pinguipes chilensis,Chilean sandperch
612961,Synodus englemani,Englemans lizardfish
612962,Allocyttus niger,Black oreo
612996,Polymixia japonica,Silver eye
613015,Nibea albiflora,Yellow drum
613025,Sparisoma cretense,Old parrotfish
613050,Halichoeres zeylonicus,Goldstripe wrasse
613135,Hyporhamphus ihi,Halfbeak
613139,Meuschenia scaber,Velvet leatherjacket
613144,Zearaja nasuta,New Zealand rough skate
613145,Dipturus innominatus,New Zealand smooth skate
613146,Hydrolagus novaezealandiae,Dark ghost shark
613178,Dasyatis longa,Longtail stingray
613429,Achirus klunzingeri,Brown sole
613558,Engyophrys sanctilaurentii,Speckled-tail flounder
613632,Symphurus atramentatus,Inkspot tonguefish
613664,Pennahia anea,Bigeye croaker
613720,Haemulopsis leuciscus,Raucous grunt
613721,Haemulopsis nitidus,Shining grunt
613734,Haemulopsis axillaris,Yellowstripe grunt
613738,Pomadasys macracanthus,Longspine grunt
613740,Pomadasys panamensis,Panama grunt
613800,Bodianus scrofa,Barred hogfish
613810,Sphoeroides marmoratus,Guinean puffer
613954,Cyclopsetta querna,Toothed flounder
613966,Hippoglossina macrops,Bigeye flounder
613967,Hippoglossina tetrophthalma,Fourspot flounder
613978,Syacium ovale,Oval flounder
613998,Micropogonias altipinnis,Tallfin croaker
614009,Larimus pacificus,Pacific drum
614015,Larimus acclivis,Steeplined drum
614018,Isopisthus remifer,Silver weakfish
614030,Cynoscion reticulatus,Mexican striped weakfish
614063,Mullus argentinae,Argentine goatfish
614069,Paralonchurus dumerilii,Suco croaker
614084,Stellifer illecebrosus,Silver stardrum
614090,Stellifer zestocarus,Softhead stardrum
614129,Centroberyx affinis,Redfish
614143,Atlantoraja castelnaui,Spotback skate
614146,Peprilus snyderi,Salema butterfish
614155,Synodus scituliceps,Shorthead lizardfish
614220,Scorpaena russula,Reddish scorpionfish
614242,Centriscops humerosus,Banded yellowfish
614248,Diplectrum pacificum,Inshore sand perch
614266,Notopogon lilliei,Crested bellowfish
614282,Nemadactylus monodactylus,St. Pauls fingerfin
614290,Thunnus orientalis,Pacific bluefin tuna
614296,Pronotogrammus eos,Bigeye bass
614300,Chaetodon lunulatus,Oval butterflyfish
614303,Hemiramphus archipelagicus,Jumping halfbeak
614327,Pterygotrigla picta,Spotted gurnard
614354,Lepidoperca pulchella,Orange perch
614383,Scarus persicus,Gulf parrotfish
614575,Cyttus novaezealandiae,New Zealand dory
614693,Merluccius gayi peruanus,Peruvian hake
614701,Mugil trichodon,Fantail mullet
614983,Plesiops corallicola,Bluegill longfin
615086,Caprodon longimanus,Pink maomao
615380,Rhynchobatus australiae,Whitespotted wedgefish
615483,Himantura gerrardi,Sharpnose stingray
615628,Naso caesius,Gray unicornfish
616305,Mesogobius batrachocephalus,Knout goby
616720,Symbolophorus barnardi,Barnards lanternfish
617190,Myripristis woodsi,Whitespot soldierfish
617286,Trachyscorpia cristulata echinata,Spiny scorpionfish
617304,Candidia barbata,Candidia barbata
617471,Acanthurus gahhm,Black surgeonfish
622522,Aseraggodes melanostictus,Mottled sole
622620,Spaniblennius riodourensis,Rio de Oreo blenny
623049,Cheilopogon unicolor,Limpidwing flyingfish
623130,Gymnothorax elegans,Elegant moray
623333,Odontanthias borbonius,Checked swallowtail
623343,Sargocentron furcatum,Sargocentron furcatum
623878,Eptatretus cirrhatus,Broadgilled hagfish
624115,Liparis tanakae,Tanaka's snailfish
624237,Lepidopsetta bilineata,Rock sole
624290,Scolecenchelys australis,Shortfinned worm eel
625225,Sicamugil cascasia,Yellowtail mullet
625760,Cirrhilabrus balteatus,Girdled wrasse
625798,Cryptocentrus caeruleomaculatus,Bluespeckled prawngoby
626675,Cilus gilberti,Corvina drum
627348,Sargocentron lepros,Spiny squirrelfish
628128,Grammoplites suppositus,Spotfin flathead
628143,Peprilus paru,American harvestfish
628232,Lepidotrigla brachyoptera,Scaly gurnard
646376,Liza klunzingeri,Klunzingers mullet
646941,Coregonus laurettae,Bering cisco
646950,Awaous tajasica,Sand fish
647068,Krobia guianensis,Krobia
648134,Clupea harengus membras,Baltic herring
648382,Sprattus sprattus balticus,Baltic sprat
649232,Capromimus abbreviatus,Capro dory
650023,Synodus marchenae,Lizardfish
650099,Urotrygon serrula,Stingray
650136,Pseudopercis semifasciata,Argentinian sandperch
650857,Rioraja agassizii,Rio skate
651184,Bathyraja brachyurops,Broadnose skate
651212,Cottoperca gobio,Channel bull blenny
651636,Zearaja chilensis,Yellownose skate
651729,Psychrolutes marmoratus,Fathead
652474,Bathyraja macloviana,Patagonian skate
652511,Cleisthenes pinetorum,S_ÅLhachi
652918,Cynoscion guatucupa,Stripped weakfish
654031,Sympterygia bonapartii,Smallnose fanskate
654032,Sympterygia acuta,Bignose fanskate
654736,Scomber colias,Atlantic chub mackerel
654793,Brama australis,Southern rays bream
654963,Paralichthys microps,Paralichthys microps
655735,Tomicodon chilensis,Smallsucker clingfish
656326,Chrysiptera brownriggii,Surge damselfish
657505,Bathyraja irrasa,Kerguelen sandpaper skate
657506,Liza haematocheila,So-iny mullet
658000,Cephalopholis aurantia,Golden hind
658001,Coris gaimard,African coris
658002,Plectranthias kamii,Basslet
658003,Gymnothorax thyrsoideus,Greyface moray
658004,Conger cinereus,Longfin African conger
658010,Notothenia neglecta,Yellowbelly rockcod
658754,Iniistius geisha,Japanese razorfish
658951,Stegastes punctatus,Blunt snout gregory
659654,Nototheniops nybelini,Rockcod
660984,Lobotes pacificus,Pacific tripletail
661362,Helicolenus mouchezi,Helicolenus mouchezi
661829,Odontanthias katayamai,Fairy basslet
663860,Muraena augusti,Black moray
665976,Somniosus antarcticus,Southern sleeper shark
690003,Pandalus montagui,Aesop shrimp
690005,Acetes japonicus,Akiami paste shrimp
690009,Crassostrea virginica,American cupped oyster
690010,Homarus americanus,American lobster
690011,Placopecten magellanicus,American sea scallop
690013,Metanephrops andamanicus,Andaman lobster
690016,Euphausia superba,Antarctic krill
690018,Paralomis spinosissima,Antarctic stone crab
690022,Pleoticus muelleri,Argentine red shrimp
690023,Illex argentinus,Argentine shortfin squid
690024,Artemesia longinaris,Argentine stiletto shrimp
690029,Ensis directus,Atlantic razor clam
690030,Argopecten irradians,Atlantic bay scallop
690031,Cancer irroratus,Atlantic rock crab
690032,Xiphopenaeus kroyeri,Atlantic seabob
690033,Spisula solidissima,Atlantic surf clam
690036,Mytilus planulatus,Australian mussel
690039,Panulirus cygnus,Australian spiny lobster
690042,Fenneropenaeus merguiensis,Banana prawn
690043,Pollicipes pollicipes,Atlantic barnacle
690044,Hippopus hippopus,Bear paw clam
690047,Menippe mercenaria,Black stone crab
690048,Pinctada margaritifera,Pacific pearl-oyster
690049,Haliotis rubra,Blacklip abalone
690050,Tegillarca granosa,Granular ark
690051,Aristeus antennatus,Blue and red shrimp
690052,Callinectes sapidus,Blue crab
690053,Mytilus edulis,Blue mussel
690054,Litopenaeus stylirostris,Blue shrimp
690055,Portunus pelagicus,Blue swimming crab
690058,Artemia salina,Brine shrimp
690059,Illex coindetii,Broadtail shortfin squid
690060,Perna viridis,Brown mussel
690064,Saxidomus gigantea,Butter clam
690065,Argopecten gibbus,Calico scallop
690067,Loligo vulgaris,European squid
690069,Jasus lalandii,Cape rock lobster
690070,Melicertus kerathurus,Caramote prawn
690071,Panulirus argus,Caribbean spiny lobster
690075,Ostrea chilensis,Chilean flat oyster
690076,Mytilus chilensis,Chilean mussel
690077,Heterocarpus reedi,Chilean nylon shrimp
690078,Loxechinus albus,Chilean sea urchin
690081,Aulacomya ater,Chilean ribbed mussel
690082,Choromytilus chorus,Choro mussel
690085,Sepia officinalis,Common cuttlefish
690087,Cardium edule,Common edible cockle
690088,Octopus vulgaris,Common octopus
690089,Littorina littorea,Common periwinkle
690090,Palaemon serratus,Common prawn
690091,Crangon crangon,Common shrimp
690092,Palinurus elephas,Common spiny lobster
690094,Crassostrea corteziensis,Cortez oyster
690100,Farfantepenaeus brevirostris,Crystal shrimp
690105,Callinectes danae,Dana's swimming crab
690109,Parapenaeus longirostris,Deepwater rose shrimp
690115,Cancer magister,Dungeness crab
690119,Cancer pagurus,Edible crab
690120,Metapenaeus endeavouri,Endeavour shrimp
690122,Echinus esculentus,European edible sea urchin
690123,Ostrea edulis,European flat oyster
690124,Todarodes sagittatus,European flying squid
690125,Homarus gammarus,European lobster
690126,Solen vagina,European razor clam
690127,Concholepas concholepas,False abalone
690129,Chlamys farreri,Farrer's scallop
690133,Fenneropenaeus chinensis,Fleshy prawn
690134,Tridacna squamosa,Fluted giant clam
690143,Portunus trituberculatus,Gazami crab
690146,Haliotis gigantea,Giant abalone
690147,Tridacna gigas,Giant clam
690151,Penaeus monodon,Giant tiger prawn
690153,Mactra veneriformis,Globose clam
690155,Metapenaeus ensis,Greasyback shrimp
690156,Pecten maximus,Great Atlantic scallop
690157,Pecten jacobaeus,Great Mediterranean scallop
690158,Carcinus maenas,Green crab
690161,Sagmariasus verreauxi,Green rock lobster
690163,Penaeus semisulcatus,Green tiger prawn
690166,Ruditapes decussatus,Grooved carpet shell
690167,Microcosmus sulcatus,Grooved sea squirt
690168,Parapenaeopsis atlantica,Guinea shrimp
690169,Scapharca cornea,Halfcrenated ark
690176,Mactra sachalinensis,Hen clam
690177,Saccostrea cuccullata,Hooded oyster
690180,Turbo cornutus,Horned turban
690182,Limulus polyphemus,Horseshoe crab
690185,Chlamys islandica,Iceland scallop
690186,Crassostrea madrasensis,Indian backwater oyster
690189,Fenneropenaeus indicus,Indian white prawn
690190,Scylla serrata,Indo-Pacific swamp crab
690191,Scapharca broughtoni,Inflated ark
690194,Haliporoides sibogae,Jackknife shrimp
690195,Haliotis discus,Japanese abalone
690196,Ruditapes philippinarum,Japanese carpet shell
690197,Corbicula japonica,Japanese corbicula
690198,Todarodes pacificus,Japanese flying squid
690199,Meretrix lusoria,Japanese hard clam
690200,Pinctada fucata,Japanese pearl oyster
690201,Apostichopus japonicus,Japanese sea cucumber
690203,Cancer borealis,Jonah crab
690205,Jasus frontalis,Juan Fernandez rock lobster
690206,Dosidicus gigas,Jumbo flying squid
690211,Lithodes ferox,King crab
690215,Haliporoides triarthrus,Knife shrimp
690216,Solenocera crassicornis,Coastal mud shrimp
690217,Solenocera agassizii,Kolibri shrimp
690218,Mytilus coruscus,Korean mussel
690219,Marsupenaeus japonicus,Kuruma prawn
690227,Doryteuthis pealeii,Longfin inshore squid
690228,Panulirus longipes,Longlegged spiny lobster
690229,Crassostrea belcheri,Lugubrious cupped oyster
690230,Mesodesma donacium,Macha clam
690232,Crassostrea rhizophorae,Mangrove cupped oyster
690233,Corbicula manilensis,Asiatic clam
690241,Mytilus galloprovincialis,Mediterranean mussel
690242,Carcinus aestuarii,Mediterranean shore crab
690249,Metanephrops mozambicus,Mozambique lobster
690250,Panulirus polyphagus,Mud spiny lobster
690253,Palinurus delagoae,Natal spiny lobster
690256,Ostrea lutaria,New Zealand dredge oyster
690257,Metanephrops challengeri,New Zealand lobster
690258,Perna canaliculus,New Zealand green mussel
690259,Pecten novaezelandiae,New Zealand scallop
690262,Chlamys nobilis,Noble scallop
690265,Farfantepenaeus aztecus,Northern brown shrimp
690268,Farfantepenaeus duorarum,Northern pink shrimp
690269,Pandalus borealis,Northern prawn
690270,Mercenaria mercenaria,Northern quahog
690271,Illex illecebrosus,Northern shortfin squid
690272,Litopenaeus setiferus,Northern white shrimp
690273,Nephrops norvegicus,Norway lobster
690274,Meganyctiphanes norvegica,Norwegian krill
690275,Arctica islandica,Ocean quahog
690279,Ostrea lurida,Olympia flat oyster
690282,Argopecten ventricosus,Pacific calico scallop
690283,Crassostrea gigas,Pacific cupped oyster
690284,Panopea abrupta,Pacific geoduck
690285,Protothaca staminea,Pacific littleneck clam
690286,Siliqua patula,Pacific razor clam
690287,Cancer productus,Pacific rock crab
690296,Loligo gahi,Patagonian squid
690300,Pteria penguin,Penguin wing oyster
690302,Haliotis midae,Perlemoen abalone
690303,Argopecten purpuratus,Peruvian calico scallop
690304,Lobatus gigas,Pink conch
690305,Palinurus mauritanicus,Pink spiny lobster
690306,Crassostrea angulata,Portuguese cupped oyster
690309,Venerupis corrugata,Corrugated venus
690313,Chionoecetes opilio,Snow crab
690314,Aequipecten opercularis,Queen scallop
690317,Haliotis rufescens,Red abalone
690318,Pyura stolonifera,Red bait
690320,Chaceon quinquedens,Red deepsea crab
690321,Jasus edwardsii,Red rock lobster
690322,Pyura chilensis,Red sea squirt
690324,Asterias rubens,Red starfish
690325,Paralomis aculeata,Red stone crab
690327,Farfantepenaeus brasiliensis,Redspotted shrimp
690328,Penaeus penicillatus,Redtail prawn
690332,Mytilus platensis,River Plata mussel
690334,Sicyonia brevirostris,Rock shrimp
690335,Pleoticus robustus,Royal red shrimp
690336,Panulirus regius,Royal spiny lobster
690337,Mya arenaria,Sand gaper
690338,Farfantepenaeus paulensis,Sao Paulo shrimp
690341,Panulirus homarus,Scalloped spiny lobster
690343,Plesiopenaeus edwardsianus,Scarlet shrimp
690354,Martialia hyadesi,Sevenstar flying squid
690356,Metapenaeus joyneri,Shiba shrimp
690363,Pinctada maxima,Silverlip pearl oyster
690364,Crassostrea iredalei,Slipper cupped oyster
690366,Haliotis diversicolor,Small abalone
690368,Mactra glabrata,Smooth mactra
690370,Paralomis granulosa,Softshell red crab
690374,Perna perna,South American rock mussel
690376,Farfantepenaeus subtilis,Southern brown shrimp
690377,Lithodes antarcticus,Southern king crab
690378,Farfantepenaeus notialis,Southern pink shrimp
690379,Trachysalambria curvirostris,Southern rough shrimp
690381,Palinurus gilchristi,Southern spiny lobster
690382,Litopenaeus schmitti,Southern white shrimp
690383,Metapenaeus monoceros,Speckled shrimp
690387,Maja squinado,Spinous spider crab
690392,Squilla mantis,Spottail mantis squillid
690393,Squilla biformis,Squilla biformis
690398,Mactromeris polynyma,Arctic surfclam
690399,Lithodes maia,Stone king crab
690400,Paracentrotus lividus,Stony sea urchin
690403,Aristeus varidens,Striped red shrimp
690404,Chamelea gallina,Striped venus
690406,Lithodes murrayi,Subantarctic stone crab
690407,Crassostrea rivularis,Suminoe oyster
690411,Protothaca thaca,Taca clam
690416,Jasus tristani,Tristan da Cunha lobster
690420,Haliotis tuberculata,Tuberculate abalone
690423,Mimachlamys varia,Variegated scallop
690425,Necora puber,Velvet swimcrab
690429,Patinopecten caurinus,Weathervane scallop
690430,Nototodarus sloanii,Wellington flying squid
690431,Chaceon maritae,West African geryon
690432,Melicertus latisulcatus,Western king prawn
690433,Litopenaeus occidentalis,Western white shrimp
690434,Buccinum undatum,Whelk
690440,Litopenaeus vannamei,Whiteleg shrimp
690444,Farfantepenaeus californiensis,Yellowleg shrimp
690445,Pecten yessoensis,Yesso scallop
690455,Paralomis formosa,Formosan snow crab
690470,Ommastrephes bartramii,Neon flying squid
690494,Strongylocentrotus droebachiensis,Green sea urchin
690595,Loligo forbesii,Veined squid
690598,Scyllarides latus,Mediterranean slipper lobster
690599,Stramonita haemastoma,Hays rock shell
690605,Cerastoderma edule,Common cockle
690606,Cervimunida johni,Carrot squat lobster
690608,Erimacrus isenbeckii,Hair Crab
690609,Haliporoides diomedeae,Chilean knife shrimp
690610,Heterocarpus vicarius,Northern nylon shrimp
690611,Ibacus ciliatus,Sand Crayfish
690612,Lithodes aequispinus,Same-spine stone crab
690613,Megabalanus psittacus,Giant barnacle
690614,Mithrax armatus,Armored spider crab
690615,Pandalopsis japonica,Sidestripe shrimp
690616,Pandalus goniurus,Humpy shrimp
690617,Pandalus hypsinotus,Coonstriped shrimp
690618,Pandalus kessleri,Grass shrimp
690619,Panulirus gracilis,Blue spiny lobster
690620,Paralithodes brevipes,Spiny king crab
690621,Paralithodes camtschaticus,Red king crab
690622,Paralithodes platypus,Blue king crab
690623,Patinopecten yessoensis,Large weathervane scallop
690624,Pleuroncodes monodon,Squat Lobster
690625,Pleuroncodes planipes,Pelagic red crab
690628,Sicyonia ingentis,Ridgeback rock shrimp
690629,Tivela mactroides,Trigonal tivela
690631,Spisula ovalis,Venus clam
690649,Anadara ovalis,Oval blood ark
690651,Clinocardium nuttallii,Nuttall cockle
690658,Loligo opalescens,California market squid
690660,Pandalus jordani,Ocean shrimp
690664,Tresus nuttallii,Pacific gaper clam
690665,Upogebia pugettensis,Blue mud shrimp
690666,Cardisoma guanhumi,Blue land crab
690670,Sepioteuthis lessoniana,Bigfin reef squid
690671,Spisula solida,Surf clam
690673,Tridacna maxima,Maxima clam
690674,Zidona dufresnei,Angulate volute
690675,Tapes rhomboides,Banded carpet shell
690676,Liocarcinus depurator,Blueleg swimcrab
690677,Semele solida,Chilean semele
690678,Glycymeris glycymeris,Dog cockle
690679,Chlamys delicatula,Delicate scallop
690680,Palaemon longirostris,Delta prawn
690681,Thenus orientalis,Flathead lobster
690682,Tawera gayi,Gay's little venus
690683,Aristaeomorpha foliacea,Giant red shrimp
690684,Eledone cirrhosa,Horned octopus
690685,Charonia lampas,Knobbed triton
690686,Zygochlamys patagonica,Patagonean scallop
690687,Scrobicularia plana,Peppery furrow shell
690688,Paphies australis,Pipi wedge clam
690689,Bolinus brandaris,Purple dye murex
690690,Callista chione,Smooth callista
690691,Jasus paulensis,St. Paul rock lobster
690692,Chione stutchburyi,Stutchbury's venus
690693,Venus verrucosa,Warty venus
690694,Nematopalaemon schmitti,Whitebelly prawn
690695,Cyclina sinensis,Oriental cyclina
690698,Sinonovacula constricta,Chinese razor clam
690750,Tonna galea,Helmet ton
690751,Pitar rostratus,Rostrate pitar
690752,Acanthocardia tuberculata,Tuberculate cockle
690753,Chaceon affinis,Deepsea red crab
690754,Ensis ensis,Pod razor
690755,Ensis siliqua,Sword razor shell
690756,Laevicardium crassum,Norwegian egg cockle
690758,Palaemonetes varians,Atlantic ditch shrimp
690759,Pharus legumen,Bean solen
690761,Terebra areolata,Fly spotted auger
690762,Thalamita crenata,Crenate swimming crab
690763,Tonna perdix,Pacific partridge tun
690764,Toxopneustes pileolus,Flower urchin
690765,Tripneustes gratilla,Shortspine urchin
690766,Trochus niloticus,Commercial top
690767,Turbo setosus,Rough turban
690768,Vasum turbinellum,Top vase
690769,Zosimus aeneus,Shallow reef crab
690770,Carpilius convexus,Red reef crab
690771,Carpilius maculatus,Spotted reef crab
690772,Cassis cornuta,Horned helmet
690773,Conus ebraeus,Hebrew cone
690774,Conus striatus,Striated cone
690775,Cypraea aurantium,Golden cowry
690776,Cypraea erosa,Eroded cowrie
690777,Cypraea mappa,Map cowrie
690778,Cypraea mauritiana,Humpback cowrie
690779,Cypraea tigris,Tiger cowrie
690780,Cypraea ventriculus,Tummy cowrie
690781,Daldorfia horrida,Horrid elbow crab
690782,Dardanus megistos,Whitespotted hermit
690783,Diadema savignyi,Savigny's long-spine sea urchin
690784,Echinothrix calamaris,Blackbanded seaurchin
690785,Echinothrix diadema,Blue-black urchin
690786,Eriphia sebana,Smooth redeyed crab
690787,Etisus splendidus,Splendid spooner
690788,Gafrarium tumidum,Tumid venus
690789,Hexabranchus sanguineus,Spanish dancer
690790,Holothuria atra,Lollyfish
690791,Holothuria edulis,Pinkfish
690793,Lambis lambis,Common spider conch
690794,Lambis truncata,Giant spider conch
690795,Nerita versicolor,Plicate nerite
690796,Nerita polita,Polished nerite
690797,Callistoctopus ornatus,Ornate octopus
690798,Oratosquilla oratoria,Japanese squillid mantis shrimp
690799,Palinurellus wieneckii,Indo-Pacific furry lobster
690800,Panulirus ornatus,Ornate spiny lobster
690801,Panulirus penicillatus,Pronghorn spiny lobster
690802,Panulirus versicolor,Painted spiny lobster
690803,Parribacus antarcticus,Sculptured mitten lobster
690804,Pinna bicolor,Bicolor pen shell
690805,Portunus sanguinolentus,Three-spot swimming crab
690806,Sepia latimanus,Broadclub cuttlefish
690807,Stichopus horrens,Selenka's sea cucumber
690808,Strombus gibberulus,Gibbose conch
690809,Strombus luhuanus,Strawberry conch
690810,Tectus pyramis,Pyramid top
690811,Terebra crenulata,Crenulated auger
690812,Terebra maculata,Marlinspike
690813,Acanthopleura gemmata,Northern spined chiton
690814,Acanthopleura spinosa,Spiney chiton
690815,Actinopyga obesa,Plump sea cucumber
690816,Asaphis violascens,Pacific asaphis
690817,Asaphis deflorata,Gaudy asaphis
690818,Bohadschia argus,Leopard fish
690819,Bohadschia marmorata,Chalky cucumber
690821,Calappa hepatica,Box crab
690882,Parribacus caledonicus,Caledonian mitten lobster
690883,Ranina ranina,Kona crab
690885,Ovalipes ocellatus,Ocellate lady crab
690887,Crassostrea tulipa,West African mangrove oyster
690888,Crassostrea sikamea,Kumamoto oyster
690889,Crassadoma gigantea,Giant rockscallop
690891,Enteroctopus dofleini,North Pacific giant octopus
690892,Octopus minor,Long arm octopus
690893,Nodipecten nodosus,Lion's paw scallop
690894,Gomphina veneriformis,Gomphina veneriformis
690895,Soletellina diphos,Diphos sanguin
690896,Goneplax rhomboides,Goneplax rhomboides
690897,Rapana venosa,Purple whelk
690898,Carpilius corallinus,Batwing coral crab
690899,Munida gregaria,Swarming squat lobster
690900,Protrachypene precipua,Titi shrimp
690901,Chaceon notialis,Red crab
690903,Octopus maya,Mexican foureyed octopus
690905,Paralomis verrilli,Vermillion king crab
690906,Octopus cyanea,Big blue octopus
690907,Strombus taurus,Bull conch
690908,Harpago chiragra,Chiragra spider conch
690909,Cittarium pica,West Indian top shell
690910,Plesionika trispinus,Plesionika trispinus
690911,Sepioteuthis sepioidea,Caribbean reef squid
690912,Parapenaeopsis hardwickii,Spear shrimp
690913,Parapenaeopsis sculptilis,Rainbow shrimp
690914,Platylambrus validus,Strong elbow crab
690915,Chionoecetes japonicus,Red snow crab
